month,state_name,contact_mode,age_group,gender,scam_category,amount_lost,reports,state
2025-01-01,New South Wales,Mail,55 - 64,Female,Account or identity takeover scams,0.0,1,NSW
2025-04-01,New South Wales,Mail,65 and over,Female,Account or identity takeover scams,0.0,1,NSW
2025-07-01,New South Wales,Mail,45 - 54,Female,Account or identity takeover scams,0.0,1,NSW
2025-09-01,New South Wales,Mail,45 - 54,Female,Account or identity takeover scams,0.0,1,NSW
2025-10-01,Outside of Australia,Online,65 and over,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,3,Outside of Australia
2025-03-01,Outside of Australia,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-09-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,200.0,2,Outside of Australia
2025-07-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-09-01,Outside of Australia,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-03-01,Outside of Australia,Online,25 - 34,Female,Account or identity takeover scams,0.0,2,Outside of Australia
2025-08-01,Outside of Australia,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-04-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-06-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-05-01,Outside of Australia,Online,25 - 34,Female,Account or identity takeover scams,0.0,2,Outside of Australia
2025-04-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-06-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,316.0,4,Outside of Australia
2025-09-01,Outside of Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-05-01,Outside of Australia,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-06-01,Outside of Australia,Online,18 - 24,Male,Account or identity takeover scams,88.0,4,Outside of Australia
2025-08-01,Outside of Australia,Online,35 - 44,Female,Account or identity takeover scams,0.0,2,Outside of Australia
2025-03-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-07-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-11-01,Outside of Australia,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Outside of Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-02-01,Outside of Australia,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,Outside of Australia
2025-02-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-10-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,3,Outside of Australia
2025-06-01,Outside of Australia,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-01-01,Outside of Australia,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-06-01,Outside of Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-05-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,3,Outside of Australia
2025-03-01,Outside of Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-10-01,Outside of Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-11-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-01-01,Outside of Australia,Online,25 - 34,Female,Account or identity takeover scams,0.0,3,Outside of Australia
2025-02-01,Outside of Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-07-01,Outside of Australia,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-05-01,Outside of Australia,Online,65 and over,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-01-01,Outside of Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-11-01,Outside of Australia,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-09-01,Outside of Australia,Online,Under 18,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-10-01,Outside of Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-05-01,Outside of Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-03-01,Outside of Australia,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-10-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Outside of Australia,Online,65 and over,Female,Account or identity takeover scams,121.7,2,Outside of Australia
2025-09-01,Outside of Australia,Online,45 - 54,Female,Account or identity takeover scams,30.0,2,Outside of Australia
2025-09-01,Outside of Australia,Online,65 and over,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-09-01,Outside of Australia,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-03-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Outside of Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,35.15,2,Outside of Australia
2025-05-01,Outside of Australia,Online,35 - 44,Male,Account or identity takeover scams,1.0,2,Outside of Australia
2025-01-01,Outside of Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-09-01,Tasmania,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,TAS
2025-01-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,2,TAS
2025-03-01,Tasmania,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,TAS
2025-08-01,Tasmania,Online,65 and over,Male,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Tasmania,Online,65 and over,Male,Account or identity takeover scams,0.0,2,TAS
2025-03-01,Tasmania,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,TAS
2025-06-01,Tasmania,Online,18 - 24,Female,Account or identity takeover scams,0.0,2,TAS
2025-10-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,3,TAS
2025-01-01,Tasmania,Online,65 and over,Male,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,3,TAS
2025-01-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,1,TAS
2025-06-01,Tasmania,Online,18 - 24,Male,Account or identity takeover scams,0.0,2,TAS
2025-09-01,Tasmania,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Tasmania,Online,55 - 64,Male,Account or identity takeover scams,0.0,2,TAS
2025-07-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,5,TAS
2025-08-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,TAS
2025-02-01,Tasmania,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,TAS
2025-08-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,2,TAS
2025-02-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,2,TAS
2025-11-01,Tasmania,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,TAS
2025-06-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Tasmania,Online,35 - 44,Female,Account or identity takeover scams,149.38,2,TAS
2025-08-01,Tasmania,Online,35 - 44,Female,Account or identity takeover scams,0.0,2,TAS
2025-03-01,Tasmania,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,TAS
2025-11-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Tasmania,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,TAS
2025-11-01,Tasmania,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,TAS
2025-02-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,TAS
2025-04-01,Tasmania,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,TAS
2025-04-01,Tasmania,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,TAS
2025-11-01,Tasmania,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,TAS
2025-11-01,Tasmania,Online,Under 18,Female,Account or identity takeover scams,0.0,1,TAS
2025-09-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Tasmania,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,TAS
2025-03-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,158.0,3,TAS
2025-11-01,Tasmania,Online,65 and over,Male,Account or identity takeover scams,0.0,1,TAS
2025-04-01,Tasmania,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,2,TAS
2025-02-01,Tasmania,Online,Under 18,Female,Account or identity takeover scams,0.0,1,TAS
2025-09-01,Tasmania,Online,65 and over,Male,Account or identity takeover scams,0.0,1,TAS
2025-10-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,1,TAS
2025-04-01,Tasmania,Online,Under 18,Female,Account or identity takeover scams,0.0,1,TAS
2025-10-01,Tasmania,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Tasmania,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Tasmania,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,TAS
2025-04-01,Tasmania,Online,65 and over,Female,Account or identity takeover scams,0.0,1,TAS
2025-10-01,Tasmania,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,TAS
2025-03-01,Northern Territory,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,NT
2025-05-01,Northern Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,NT
2025-08-01,Australian Capital Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,ACT
2025-09-01,Australian Capital Territory,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,ACT
2025-01-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Northern Territory,Online,Under 18,Male,Account or identity takeover scams,0.0,1,NT
2025-09-01,Australian Capital Territory,Online,18 - 24,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,ACT
2025-04-01,Northern Territory,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,NT
2025-04-01,Australian Capital Territory,Online,35 - 44,Female,Account or identity takeover scams,0.0,2,ACT
2025-04-01,Australian Capital Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,ACT
2025-04-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,0.0,1,ACT
2025-08-01,Australian Capital Territory,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,ACT
2025-06-01,Northern Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,NT
2025-08-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,0.0,1,ACT
2025-06-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,0.0,2,ACT
2025-08-01,Australian Capital Territory,Online,55 - 64,Female,Account or identity takeover scams,0.0,2,ACT
2025-10-01,Northern Territory,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,NT
2025-06-01,Australian Capital Territory,Online,55 - 64,Female,Account or identity takeover scams,311.68,2,ACT
2025-02-01,Unspecified,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,Unspecified
2025-11-01,Australian Capital Territory,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,ACT
2025-07-01,Australian Capital Territory,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,ACT
2025-02-01,Australian Capital Territory,Online,65 and over,Male,Account or identity takeover scams,0.0,1,ACT
2025-09-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,87.6,3,ACT
2025-03-01,Australian Capital Territory,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,ACT
2025-04-01,Northern Territory,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,NT
2025-09-01,Australian Capital Territory,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Northern Territory,Online,Under 18,Female,Account or identity takeover scams,0.0,1,NT
2025-06-01,Northern Territory,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,NT
2025-02-01,Australian Capital Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,ACT
2025-02-01,Australian Capital Territory,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,ACT
2025-08-01,Australian Capital Territory,Online,Under 18,Female,Account or identity takeover scams,0.0,1,ACT
2025-01-01,Australian Capital Territory,Online,65 and over,Male,Account or identity takeover scams,5000.0,2,ACT
2025-02-01,Australian Capital Territory,Online,45 - 54,Male,Account or identity takeover scams,0.0,2,ACT
2025-09-01,Australian Capital Territory,Online,35 - 44,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,ACT
2025-08-01,Northern Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,NT
2025-11-01,Australian Capital Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,ACT
2025-11-01,Australian Capital Territory,Online,35 - 44,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,2,ACT
2025-06-01,Northern Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,NT
2025-08-01,Northern Territory,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,NT
2025-02-01,Northern Territory,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,NT
2025-03-01,Australian Capital Territory,Online,65 and over,Male,Account or identity takeover scams,0.0,1,ACT
2025-05-01,Northern Territory,Online,65 and over,Male,Account or identity takeover scams,0.0,1,NT
2025-02-01,Australian Capital Territory,Online,18 - 24,Male,Account or identity takeover scams,0.0,2,ACT
2025-03-01,Australian Capital Territory,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,ACT
2025-05-01,Northern Territory,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,NT
2025-09-01,Australian Capital Territory,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,ACT
2025-03-01,Northern Territory,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,NT
2025-06-01,Northern Territory,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,NT
2025-02-01,Australian Capital Territory,Online,Under 18,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,ACT
2025-05-01,Australian Capital Territory,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,ACT
2025-02-01,Northern Territory,Online,Under 18,Male,Account or identity takeover scams,0.0,1,NT
2025-06-01,Australian Capital Territory,Online,Under 18,Male,Account or identity takeover scams,0.0,1,ACT
2025-05-01,Australian Capital Territory,Online,45 - 54,Female,Account or identity takeover scams,0.0,1,ACT
2025-09-01,Australian Capital Territory,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,ACT
2025-11-01,Australian Capital Territory,Online,18 - 24,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,ACT
2025-07-01,Northern Territory,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,NT
2025-10-01,Australian Capital Territory,Online,Under 18,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Australian Capital Territory,Online,25 - 34,Female,Account or identity takeover scams,2000.0,2,ACT
2025-07-01,Australian Capital Territory,Online,65 and over,Female,Account or identity takeover scams,0.0,1,ACT
2025-08-01,Northern Territory,Online,65 and over,Male,Account or identity takeover scams,0.0,1,NT
2025-07-01,Australian Capital Territory,Online,55 - 64,Female,Account or identity takeover scams,0.0,1,ACT
2025-04-01,Australian Capital Territory,Online,25 - 34,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,ACT
2025-05-01,Australian Capital Territory,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,ACT
2025-01-01,Northern Territory,Online,25 - 34,Female,Account or identity takeover scams,0.0,1,NT
2025-06-01,Australian Capital Territory,Online,65 and over,Male,Account or identity takeover scams,0.0,1,ACT
2025-01-01,Australian Capital Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,5,ACT
2025-03-01,Australian Capital Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,3,ACT
2025-07-01,Tasmania,Online,Unspecified,Female,Account or identity takeover scams,0.0,3,TAS
2025-01-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,300.0,2,Outside of Australia
2025-05-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-08-01,Tasmania,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,ACT
2025-09-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,Outside of Australia
2025-10-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,ACT
2025-06-01,Tasmania,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,TAS
2025-06-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,ACT
2025-02-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-07-01,Tasmania,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,TAS
2025-09-01,Tasmania,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,TAS
2025-05-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,2,Outside of Australia
2025-11-01,Northern Territory,Online,Unspecified,Female,Account or identity takeover scams,202.0,2,NT
2025-03-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-02-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,ACT
2025-11-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-01-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,ACT
2025-01-01,Northern Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,NT
2025-10-01,Northern Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,NT
2025-11-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,ACT
2025-08-01,Australian Capital Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,2,ACT
2025-02-01,Australian Capital Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,ACT
2025-06-01,Tasmania,Online,Unspecified,Female,Account or identity takeover scams,0.0,2,TAS
2025-09-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,3,Outside of Australia
2025-04-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-08-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,ACT
2025-08-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,1.24,2,Outside of Australia
2025-11-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,2,Outside of Australia
2025-01-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-08-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-09-01,Australian Capital Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,ACT
2025-06-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-01-01,Tasmania,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Australian Capital Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,ACT
2025-10-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,Outside of Australia
2025-02-01,Tasmania,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,TAS
2025-03-01,Northern Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,NT
2025-05-01,Northern Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,NT
2025-10-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,Outside of Australia
2025-09-01,Tasmania,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,TAS
2025-07-01,Northern Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,NT
2025-02-01,Outside of Australia,Online,Unspecified,Female,Account or identity takeover scams,127.42,2,Outside of Australia
2025-08-01,Northern Territory,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,NT
2025-04-01,Outside of Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,Outside of Australia
2025-04-01,Northern Territory,Online,Unspecified,Female,Account or identity takeover scams,0.0,1,NT
2025-01-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,489.0,31,Unspecified
2025-02-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,1457.0,34,Unspecified
2025-03-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,588.0,28,Unspecified
2025-04-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,200.0,27,Unspecified
2025-05-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,500.0,40,Unspecified
2025-06-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,1050.0,38,Unspecified
2025-07-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,19,Unspecified
2025-06-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,131.7,5,SA
2025-06-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,SA
2025-02-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,4,SA
2025-02-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,SA
2025-10-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,100.0,5,SA
2025-05-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,3,SA
2025-01-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,100.0,2,SA
2025-05-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,SA
2025-07-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,0.0,2,SA
2025-01-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,SA
2025-04-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,SA
2025-04-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,2,SA
2025-02-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,34912.89,5,SA
2025-05-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,121605.27,7,SA
2025-02-01,South Australia,Online,Under 18,Male,Account or identity takeover scams,100.0,2,SA
2025-08-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,2,SA
2025-02-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,SA
2025-04-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,1500.0,4,SA
2025-10-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,3,SA
2025-07-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,SA
2025-11-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,0.0,1,SA
2025-08-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,5,SA
2025-04-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,9500.0,5,SA
2025-01-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,4,SA
2025-05-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,3,SA
2025-02-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,3,SA
2025-05-01,South Australia,Online,Under 18,Male,Account or identity takeover scams,0.0,1,SA
2025-01-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,4400.0,3,SA
2025-03-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,1,SA
2025-06-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,3,SA
2025-03-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,1,SA
2025-09-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,SA
2025-07-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,4,SA
2025-05-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,2,SA
2025-01-01,South Australia,Online,55 - 64,Male,Account or identity takeover scams,0.0,2,SA
2025-08-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,232.01,4,SA
2025-10-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,1608.57,4,SA
2025-11-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,0.0,2,SA
2025-03-01,South Australia,Online,18 - 24,Male,Account or identity takeover scams,200.0,2,SA
2025-03-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,3,SA
2025-11-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,SA
2025-05-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,SA
2025-02-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,1242.0,4,SA
2025-09-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,4760.0,2,SA
2025-04-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,SA
2025-07-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,500.0,3,SA
2025-01-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,127.01,3,SA
2025-06-01,South Australia,Online,Under 18,Male,Account or identity takeover scams,0.0,1,SA
2025-11-01,South Australia,Online,45 - 54,Male,Account or identity takeover scams,0.0,2,SA
2025-04-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,2,SA
2025-03-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,7500.0,3,SA
2025-09-01,South Australia,Online,65 and over,Male,Account or identity takeover scams,25.0,2,SA
2025-06-01,South Australia,Online,25 - 34,Male,Account or identity takeover scams,0.0,1,SA
2025-06-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,SA
2025-11-01,South Australia,Online,35 - 44,Male,Account or identity takeover scams,0.0,1,SA
2025-03-01,South Australia,Online,Unspecified,Male,Account or identity takeover scams,0.0,1,SA
2025-08-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,SA
2025-04-01,South Australia,Online,65 and over,X (Indeterminate/Intersex/Unspecified),Account or identity takeover scams,0.0,1,SA
